step,x,y,z,mass
414,-666.817,711.728,142.366,3e+12
415,17.1377,28.0167,-18.3557,1e+12
415,1070.91,-994.213,-255.825,2e+12
415,-669.652,714.47,143.002,3e+12
416,17.2169,28.1453,-18.3066,1e+12
416,1075.12,-998.39,-256.804,2e+12
416,-672.487,717.211,143.638,3e+12
417,17.2961,28.274,-18.2575,1e+12
417,1079.33,-1002.57,-257.783,2e+12
417,-675.322,719.953,144.274,3e+12
418,17.3753,28.4026,-18.2084,1e+12
418,1083.55,-1006.74,-258.761,2e+12
418,-678.157,722.694,144.91,3e+12
419,17.4545,28.5312,-18.1593,1e+12
419,1087.76,-1010.92,-259.74,2e+12
419,-680.992,725.436,145.546,3e+12
420,17.5338,28.6599,-18.1102,1e+12
420,1091.97,-1015.1,-260.719,2e+12
420,-683.827,728.177,146.182,3e+12
421,17.613,28.7885,-18.0611,1e+12
421,1096.19,-1019.27,-261.697,2e+12
421,-686.661,730.919,146.819,3e+12
422,17.6922,28.9171,-18.012,1e+12
422,1100.4,-1023.45,-262.676,2e+12
422,-689.496,733.66,147.455,3e+12
423,17.7714,29.0458,-17.9629,1e+12
423,1104.61,-1027.63,-263.655,2e+12
423,-692.331,736.402,148.091,3e+12
424,17.8506,29.1744,-17.9138,1e+12
424,1108.82,-1031.8,-264.633,2e+12
424,-695.166,739.143,148.727,3e+12
425,17.9298,29.303,-17.8647,1e+12
425,1113.04,-1035.98,-265.612,2e+12
425,-698.001,741.885,149.363,3e+12
426,18.009,29.4317,-17.8156,1e+12
426,1117.25,-1040.16,-266.59,2e+12
426,-700.836,744.626,149.999,3e+12
427,18.0883,29.5603,-17.7665,1e+12
427,1121.46,-1044.33,-267.569,2e+12
427,-703.671,747.368,150.635,3e+12
428,18.1675,29.689,-17.7174,1e+12
428,1125.67,-1048.51,-268.548,2e+12
428,-706.505,750.109,151.271,3e+12
429,18.2467,29.8176,-17.6683,1e+12
429,1129.89,-1052.68,-269.526,2e+12
429,-709.34,752.851,151.907,3e+12
430,18.3259,29.9463,-17.6192,1e+12
430,1134.1,-1056.86,-270.505,2e+12
430,-712.175,755.592,152.543,3e+12
431,18.4051,30.0749,-17.5701,1e+12
431,1138.31,-1061.04,-271.484,2e+12
431,-715.01,758.333,153.179,3e+12
432,18.4843,30.2035,-17.521,1e+12
432,1142.53,-1065.21,-272.462,2e+12
432,-717.845,761.075,153.815,3e+12
433,18.5635,30.3322,-17.4719,1e+12
433,1146.74,-1069.39,-273.441,2e+12
433,-720.68,763.816,154.451,3e+12
434,18.6427,30.4608,-17.4228,1e+12
434,1150.95,-1073.57,-274.42,2e+12
434,-723.515,766.558,155.087,3e+12
435,18.7219,30.5895,-17.3737,1e+12
435,1155.16,-1077.74,-275.398,2e+12
435,-726.349,769.299,155.723,3e+12
436,18.8011,30.7181,-17.3246,1e+12
436,1159.38,-1081.92,-276.377,2e+12
436,-729.184,772.041,156.359,3e+12
437,18.8803,30.8468,-17.2755,1e+12
437,1163.59,-1086.1,-277.356,2e+12
437,-732.019,774.782,156.996,3e+12
438,18.9595,30.9754,-17.2264,1e+12
438,1167.8,-1090.27,-278.334,2e+12
438,-734.854,777.524,157.632,3e+12
439,19.0387,31.1041,-17.1773,1e+12
439,1172.01,-1094.45,-279.313,2e+12
439,-737.689,780.265,158.268,3e+12
440,19.1179,31.2327,-17.1282,1e+12
440,1176.23,-1098.63,-280.291,2e+12
440,-740.524,783.007,158.904,3e+12
441,19.1971,31.3614,-17.0791,1e+12
441,1180.44,-1102.8,-281.27,2e+12
441,-743.359,785.748,159.54,3e+12
442,19.2763,31.49,-17.03,1e+12
442,1184.65,-1106.98,-282.249,2e+12
442,-746.193,788.49,160.176,3e+12
443,19.3555,31.6187,-16.9809,1e+12
443,1188.86,-1111.16,-283.227,2e+12
443,-749.028,791.231,160.812,3e+12
444,19.4347,31.7474,-16.9318,1e+12
444,1193.08,-1115.33,-284.206,2e+12
444,-751.863,793.973,161.448,3e+12
445,19.5139,31.876,-16.8827,1e+12
445,1197.29,-1119.51,-285.185,2e+12
445,-754.698,796.714,162.084,3e+12
446,19.5931,32.0047,-16.8336,1e+12
446,1201.5,-1123.69,-286.163,2e+12
446,-757.533,799.455,162.72,3e+12
447,19.6723,32.1333,-16.7845,1e+12
447,1205.72,-1127.86,-287.142,2e+12
447,-760.368,802.197,163.356,3e+12
448,19.7515,32.262,-16.7354,1e+12
448,1209.93,-1132.04,-288.121,2e+12
448,-763.202,804.938,163.992,3e+12
449,19.8307,32.3906,-16.6863,1e+12
449,1214.14,-1136.22,-289.099,2e+12
449,-766.037,807.68,164.628,3e+12
450,19.9099,32.5193,-16.6372,1e+12
450,1218.35,-1140.39,-290.078,2e+12
450,-768.872,810.421,165.264,3e+12
451,19.9891,32.648,-16.588,1e+12
451,1222.57,-1144.57,-291.056,2e+12
451,-771.707,813.163,165.9,3e+12
452,20.0682,32.7766,-16.5389,1e+12
452,1226.78,-1148.74,-292.035,2e+12
452,-774.542,815.904,166.536,3e+12
453,20.1474,32.9053,-16.4898,1e+12
453,1230.99,-1152.92,-293.014,2e+12
453,-777.377,818.646,167.172,3e+12
454,20.2266,33.034,-16.4407,1e+12
454,1235.2,-1157.1,-293.992,2e+12
454,-780.212,821.387,167.809,3e+12
455,20.3058,33.1626,-16.3916,1e+12
455,1239.42,-1161.27,-294.971,2e+12
455,-783.046,824.129,168.445,3e+12
456,20.385,33.2913,-16.3425,1e+12
456,1243.63,-1165.45,-295.95,2e+12
456,-785.881,826.87,169.081,3e+12
457,20.4642,33.42,-16.2934,1e+12
457,1247.84,-1169.63,-296.928,2e+12
457,-788.716,829.612,169.717,3e+12
458,20.5434,33.5486,-16.2443,1e+12
458,1252.05,-1173.8,-297.907,2e+12
458,-791.551,832.353,170.353,3e+12
459,20.6226,33.6773,-16.1952,1e+12
459,1256.27,-1177.98,-298.886,2e+12
459,-794.386,835.094,170.989,3e+12
460,20.7017,33.806,-16.1461,1e+12
460,1260.48,-1182.16,-299.864,2e+12
460,-797.221,837.836,171.625,3e+12
461,20.7809,33.9346,-16.097,1e+12
461,1264.69,-1186.33,-300.843,2e+12
461,-800.055,840.577,172.261,3e+12
462,20.8601,34.0633,-16.0479,1e+12
462,1268.91,-1190.51,-301.822,2e+12
462,-802.89,843.319,172.897,3e+12
463,20.9393,34.192,-15.9988,1e+12
463,1273.12,-1194.69,-302.8,2e+12
463,-805.725,846.06,173.533,3e+12
464,21.0185,34.3206,-15.9497,1e+12
464,1277.33,-1198.86,-303.779,2e+12
464,-808.56,848.802,174.169,3e+12
465,21.0976,34.4493,-15.9006,1e+12
465,1281.54,-1203.04,-304.757,2e+12
465,-811.395,851.543,174.805,3e+12
466,21.1768,34.578,-15.8515,1e+12
466,1285.76,-1207.22,-305.736,2e+12
466,-814.23,854.285,175.441,3e+12
467,21.256,34.7067,-15.8024,1e+12
467,1289.97,-1211.39,-306.715,2e+12
467,-817.065,857.026,176.077,3e+12
468,21.3352,34.8353,-15.7533,1e+12
468,1294.18,-1215.57,-307.693,2e+12
468,-819.899,859.768,176.713,3e+12
469,21.4144,34.964,-15.7041,1e+12
469,1298.39,-1219.75,-308.672,2e+12
469,-822.734,862.509,177.349,3e+12
470,21.4935,35.0927,-15.655,1e+12
470,1302.61,-1223.92,-309.651,2e+12
470,-825.569,865.25,177.985,3e+12
471,21.5727,35.2214,-15.6059,1e+12
471,1306.82,-1228.1,-310.629,2e+12
471,-828.404,867.992,178.621,3e+12
472,21.6519,35.35,-15.5568,1e+12
472,1311.03,-1232.28,-311.608,2e+12
472,-831.239,870.733,179.258,3e+12
473,21.7311,35.4787,-15.5077,1e+12
473,1315.24,-1236.45,-312.587,2e+12
473,-834.074,873.475,179.894,3e+12
474,21.8102,35.6074,-15.4586,1e+12
474,1319.46,-1240.63,-313.565,2e+12
474,-836.908,876.216,180.53,3e+12
475,21.8894,35.7361,-15.4095,1e+12
475,1323.67,-1244.8,-314.544,2e+12
475,-839.743,878.958,181.166,3e+12
476,21.9686,35.8647,-15.3604,1e+12
476,1327.88,-1248.98,-315.522,2e+12
476,-842.578,881.699,181.802,3e+12
477,22.0477,35.9934,-15.3113,1e+12
477,1332.1,-1253.16,-316.501,2e+12
477,-845.413,884.441,182.438,3e+12
478,22.1269,36.1221,-15.2622,1e+12
478,1336.31,-1257.33,-317.48,2e+12
478,-848.248,887.182,183.074,3e+12
479,22.2061,36.2508,-15.2131,1e+12
479,1340.52,-1261.51,-318.458,2e+12
479,-851.083,889.923,183.71,3e+12
480,22.2853,36.3795,-15.164,1e+12
480,1344.73,-1265.69,-319.437,2e+12
480,-853.917,892.665,184.346,3e+12
481,22.3644,36.5082,-15.1148,1e+12
481,1348.95,-1269.86,-320.416,2e+12
481,-856.752,895.406,184.982,3e+12
482,22.4436,36.6368,-15.0657,1e+12
482,1353.16,-1274.04,-321.394,2e+12
482,-859.587,898.148,185.618,3e+12
483,22.5228,36.7655,-15.0166,1e+12
483,1357.37,-1278.22,-322.373,2e+12
483,-862.422,900.889,186.254,3e+12
484,22.6019,36.8942,-14.9675,1e+12
484,1361.58,-1282.39,-323.352,2e+12
484,-865.257,903.631,186.89,3e+12
485,22.6811,37.0229,-14.9184,1e+12
485,1365.8,-1286.57,-324.33,2e+12
485,-868.092,906.372,187.526,3e+12
486,22.7603,37.1516,-14.8693,1e+12
486,1370.01,-1290.75,-325.309,2e+12
486,-870.926,909.114,188.162,3e+12
487,22.8394,37.2803,-14.8202,1e+12
487,1374.22,-1294.92,-326.287,2e+12
487,-873.761,911.855,188.798,3e+12
488,22.9186,37.409,-14.7711,1e+12
488,1378.43,-1299.1,-327.266,2e+12
488,-876.596,914.596,189.434,3e+12
489,22.9978,37.5376,-14.722,1e+12
489,1382.65,-1303.28,-328.245,2e+12
489,-879.431,917.338,190.07,3e+12
490,23.0769,37.6663,-14.6729,1e+12
490,1386.86,-1307.45,-329.223,2e+12
490,-882.266,920.079,190.707,3e+12
491,23.1561,37.795,-14.6238,1e+12
491,1391.07,-1311.63,-330.202,2e+12
491,-885.101,922.821,191.343,3e+12
492,23.2352,37.9237,-14.5746,1e+12
492,1395.29,-1315.81,-331.181,2e+12
492,-887.935,925.562,191.979,3e+12
493,23.3144,38.0524,-14.5255,1e+12
493,1399.5,-1319.98,-332.159,2e+12
493,-890.77,928.304,192.615,3e+12
494,23.3936,38.1811,-14.4764,1e+12
494,1403.71,-1324.16,-333.138,2e+12
494,-893.605,931.045,193.251,3e+12
495,23.4727,38.3098,-14.4273,1e+12
495,1407.92,-1328.33,-334.117,2e+12
495,-896.44,933.787,193.887,3e+12
496,23.5519,38.4385,-14.3782,1e+12
496,1412.14,-1332.51,-335.095,2e+12
496,-899.275,936.528,194.523,3e+12
497,23.631,38.5672,-14.3291,1e+12
497,1416.35,-1336.69,-336.074,2e+12
497,-902.11,939.269,195.159,3e+12
498,23.7102,38.6959,-14.28,1e+12
498,1420.56,-1340.86,-337.052,2e+12
498,-904.944,942.011,195.795,3e+12
499,23.7894,38.8245,-14.2309,1e+12
499,1424.77,-1345.04,-338.031,2e+12
499,-907.779,944.752,196.431,3e+12
500,23.8685,38.9532,-14.1818,1e+12
500,1428.99,-1349.22,-339.01,2e+12
500,-910.614,947.494,197.067,3e+12
501,23.9477,39.0819,-14.1326,1e+12
501,1433.2,-1353.39,-339.988,2e+12
501,-913.449,950.235,197.703,3e+12
502,24.0268,39.2106,-14.0835,1e+12
502,1437.41,-1357.57,-340.967,2e+12
502,-916.284,952.977,198.339,3e+12
503,24.106,39.3393,-14.0344,1e+12
503,1441.62,-1361.75,-341.946,2e+12
503,-919.119,955.718,198.975,3e+12
504,24.1851,39.468,-13.9853,1e+12
504,1445.84,-1365.92,-342.924,2e+12
504,-921.953,958.46,199.611,3e+12
505,24.2643,39.5967,-13.9362,1e+12
505,1450.05,-1370.1,-343.903,2e+12
505,-924.788,961.201,200.247,3e+12
506,24.3434,39.7254,-13.8871,1e+12
506,1454.26,-1374.28,-344.882,2e+12
506,-927.623,963.942,200.883,3e+12
507,24.4226,39.8541,-13.838,1e+12
507,1458.48,-1378.45,-345.86,2e+12
507,-930.458,966.684,201.519,3e+12
508,24.5018,39.9828,-13.7889,1e+12
508,1462.69,-1382.63,-346.839,2e+12
508,-933.293,969.425,202.155,3e+12
509,24.5809,40.1115,-13.7397,1e+12
509,1466.9,-1386.81,-347.817,2e+12
509,-936.127,972.167,202.792,3e+12
510,24.6601,40.2402,-13.6906,1e+12
510,1471.11,-1390.98,-348.796,2e+12
510,-938.962,974.908,203.428,3e+12
511,24.7392,40.3689,-13.6415,1e+12
511,1475.33,-1395.16,-349.775,2e+12
511,-941.797,977.65,204.064,3e+12
512,24.8184,40.4976,-13.5924,1e+12
512,1479.54,-1399.34,-350.753,2e+12
512,-944.632,980.391,204.7,3e+12
513,24.8975,40.6263,-13.5433,1e+12
513,1483.75,-1403.51,-351.732,2e+12
513,-947.467,983.132,205.336,3e+12
514,24.9767,40.755,-13.4942,1e+12
514,1487.96,-1407.69,-352.711,2e+12
514,-950.302,985.874,205.972,3e+12
515,25.0558,40.8837,-13.4451,1e+12
515,1492.18,-1411.86,-353.689,2e+12
515,-953.136,988.615,206.608,3e+12
516,25.135,41.0124,-13.396,1e+12
516,1496.39,-1416.04,-354.668,2e+12
516,-955.971,991.357,207.244,3e+12
517,25.2141,41.1411,-13.3468,1e+12
517,1500.6,-1420.22,-355.647,2e+12
517,-958.806,994.098,207.88,3e+12
518,25.2933,41.2698,-13.2977,1e+12
518,1504.81,-1424.39,-356.625,2e+12
518,-961.641,996.84,208.516,3e+12
519,25.3724,41.3985,-13.2486,1e+12
519,1509.03,-1428.57,-357.604,2e+12
519,-964.476,999.581,209.152,3e+12
520,25.4515,41.5272,-13.1995,1e+12
520,1513.24,-1432.75,-358.582,2e+12
520,-967.31,1002.32,209.788,3e+12
521,25.5307,41.6559,-13.1504,1e+12
521,1517.45,-1436.92,-359.561,2e+12
521,-970.145,1005.06,210.424,3e+12
522,25.6098,41.7846,-13.1013,1e+12
522,1521.67,-1441.1,-360.54,2e+12
522,-972.98,1007.81,211.06,3e+12
523,25.689,41.9133,-13.0522,1e+12
523,1525.88,-1445.28,-361.518,2e+12
523,-975.815,1010.55,211.696,3e+12
524,25.7681,42.0421,-13.003,1e+12
524,1530.09,-1449.45,-362.497,2e+12
524,-978.65,1013.29,212.332,3e+12
525,25.8473,42.1708,-12.9539,1e+12
525,1534.3,-1453.63,-363.476,2e+12
525,-981.485,1016.03,212.968,3e+12
526,25.9264,42.2995,-12.9048,1e+12
526,1538.52,-1457.81,-364.454,2e+12
526,-984.319,1018.77,213.604,3e+12
527,26.0056,42.4282,-12.8557,1e+12
527,1542.73,-1461.98,-365.433,2e+12
527,-987.154,1021.51,214.24,3e+12
528,26.0847,42.5569,-12.8066,1e+12
528,1546.94,-1466.16,-366.412,2e+12
528,-989.989,1024.25,214.877,3e+12
529,26.1638,42.6856,-12.7575,1e+12
529,1551.15,-1470.34,-367.39,2e+12
529,-992.824,1027,215.513,3e+12
530,26.243,42.8143,-12.7083,1e+12
530,1555.37,-1474.51,-368.369,2e+12
530,-995.659,1029.74,216.149,3e+12
531,26.3221,42.943,-12.6592,1e+12
531,1559.58,-1478.69,-369.347,2e+12
531,-998.493,1032.48,216.785,3e+12
532,26.4013,43.0717,-12.6101,1e+12
532,1563.79,-1482.87,-370.326,2e+12
532,-1001.33,1035.22,217.421,3e+12
533,26.4804,43.2004,-12.561,1e+12
533,1568,-1487.04,-371.305,2e+12
533,-1004.16,1037.96,218.057,3e+12
534,26.5595,43.3291,-12.5119,1e+12
534,1572.22,-1491.22,-372.283,2e+12
534,-1007,1040.7,218.693,3e+12
535,26.6387,43.4579,-12.4628,1e+12
535,1576.43,-1495.39,-373.262,2e+12
535,-1009.83,1043.44,219.329,3e+12
536,26.7178,43.5866,-12.4137,1e+12
536,1580.64,-1499.57,-374.241,2e+12
536,-1012.67,1046.19,219.965,3e+12
537,26.797,43.7153,-12.3645,1e+12
537,1584.86,-1503.75,-375.219,2e+12
537,-1015.5,1048.93,220.601,3e+12
538,26.8761,43.844,-12.3154,1e+12
538,1589.07,-1507.92,-376.198,2e+12
538,-1018.34,1051.67,221.237,3e+12
539,26.9552,43.9727,-12.2663,1e+12
539,1593.28,-1512.1,-377.176,2e+12
539,-1021.17,1054.41,221.873,3e+12
540,27.0344,44.1014,-12.2172,1e+12
540,1597.49,-1516.28,-378.155,2e+12
540,-1024.01,1057.15,222.509,3e+12
541,27.1135,44.2301,-12.1681,1e+12
541,1601.71,-1520.45,-379.134,2e+12
541,-1026.84,1059.89,223.145,3e+12
542,27.1926,44.3589,-12.119,1e+12
542,1605.92,-1524.63,-380.112,2e+12
542,-1029.68,1062.63,223.781,3e+12
543,27.2718,44.4876,-12.0698,1e+12
543,1610.13,-1528.81,-381.091,2e+12
543,-1032.51,1065.38,224.417,3e+12
544,27.3509,44.6163,-12.0207,1e+12
544,1614.34,-1532.98,-382.07,2e+12
544,-1035.35,1068.12,225.053,3e+12
545,27.43,44.745,-11.9716,1e+12
545,1618.56,-1537.16,-383.048,2e+12
545,-1038.18,1070.86,225.689,3e+12
546,27.5092,44.8737,-11.9225,1e+12
546,1622.77,-1541.34,-384.027,2e+12
546,-1041.02,1073.6,226.325,3e+12
547,27.5883,45.0024,-11.8734,1e+12
547,1626.98,-1545.51,-385.006,2e+12
547,-1043.85,1076.34,226.962,3e+12
548,27.6674,45.1311,-11.8243,1e+12
548,1631.19,-1549.69,-385.984,2e+12
548,-1046.69,1079.08,227.598,3e+12
549,27.7466,45.2599,-11.7751,1e+12
549,1635.41,-1553.87,-386.963,2e+12
549,-1049.52,1081.82,228.234,3e+12
550,27.8257,45.3886,-11.726,1e+12
550,1639.62,-1558.04,-387.941,2e+12
550,-1052.35,1084.57,228.87,3e+12
551,27.9048,45.5173,-11.6769,1e+12
551,1643.83,-1562.22,-388.92,2e+12
551,-1055.19,1087.31,229.506,3e+12
552,27.984,45.646,-11.6278,1e+12
552,1648.04,-1566.4,-389.899,2e+12
552,-1058.02,1090.05,230.142,3e+12
553,28.0631,45.7747,-11.5787,1e+12
553,1652.26,-1570.57,-390.877,2e+12
553,-1060.86,1092.79,230.778,3e+12
554,28.1422,45.9035,-11.5296,1e+12
554,1656.47,-1574.75,-391.856,2e+12
554,-1063.69,1095.53,231.414,3e+12
555,28.2214,46.0322,-11.4804,1e+12
555,1660.68,-1578.92,-392.835,2e+12
555,-1066.53,1098.27,232.05,3e+12
556,28.3005,46.1609,-11.4313,1e+12
556,1664.9,-1583.1,-393.813,2e+12
556,-1069.36,1101.01,232.686,3e+12
557,28.3796,46.2896,-11.3822,1e+12
557,1669.11,-1587.28,-394.792,2e+12
557,-1072.2,1103.76,233.322,3e+12
558,28.4587,46.4183,-11.3331,1e+12
558,1673.32,-1591.45,-395.771,2e+12
558,-1075.03,1106.5,233.958,3e+12
559,28.5379,46.5471,-11.284,1e+12
559,1677.53,-1595.63,-396.749,2e+12
559,-1077.87,1109.24,234.594,3e+12
560,28.617,46.6758,-11.2348,1e+12
560,1681.75,-1599.81,-397.728,2e+12
560,-1080.7,1111.98,235.23,3e+12
561,28.6961,46.8045,-11.1857,1e+12
561,1685.96,-1603.98,-398.706,2e+12
561,-1083.54,1114.72,235.866,3e+12
562,28.7753,46.9332,-11.1366,1e+12
562,1690.17,-1608.16,-399.685,2e+12
562,-1086.37,1117.46,236.502,3e+12
563,28.8544,47.062,-11.0875,1e+12
563,1694.38,-1612.34,-400.664,2e+12
563,-1089.21,1120.2,237.138,3e+12
564,28.9335,47.1907,-11.0384,1e+12
564,1698.6,-1616.51,-401.642,2e+12
564,-1092.04,1122.95,237.774,3e+12
565,29.0126,47.3194,-10.9893,1e+12
565,1702.81,-1620.69,-402.621,2e+12
565,-1094.88,1125.69,238.41,3e+12
566,29.0918,47.4481,-10.9401,1e+12
566,1707.02,-1624.87,-403.6,2e+12
566,-1097.71,1128.43,239.046,3e+12
567,29.1709,47.5769,-10.891,1e+12
567,1711.23,-1629.04,-404.578,2e+12
567,-1100.55,1131.17,239.682,3e+12
568,29.25,47.7056,-10.8419,1e+12
568,1715.45,-1633.22,-405.557,2e+12
568,-1103.38,1133.91,240.319,3e+12
569,29.3291,47.8343,-10.7928,1e+12
569,1719.66,-1637.4,-406.536,2e+12
569,-1106.22,1136.65,240.955,3e+12
570,29.4083,47.963,-10.7437,1e+12
570,1723.87,-1641.57,-407.514,2e+12
570,-1109.05,1139.39,241.591,3e+12
571,29.4874,48.0918,-10.6945,1e+12
571,1728.09,-1645.75,-408.493,2e+12
571,-1111.89,1142.14,242.227,3e+12
572,29.5665,48.2205,-10.6454,1e+12
572,1732.3,-1649.93,-409.471,2e+12
572,-1114.72,1144.88,242.863,3e+12
573,29.6456,48.3492,-10.5963,1e+12
573,1736.51,-1654.1,-410.45,2e+12
573,-1117.56,1147.62,243.499,3e+12
574,29.7247,48.4779,-10.5472,1e+12
574,1740.72,-1658.28,-411.429,2e+12
574,-1120.39,1150.36,244.135,3e+12
575,29.8039,48.6067,-10.4981,1e+12
575,1744.94,-1662.45,-412.407,2e+12
575,-1123.23,1153.1,244.771,3e+12
576,29.883,48.7354,-10.4489,1e+12
576,1749.15,-1666.63,-413.386,2e+12
576,-1126.06,1155.84,245.407,3e+12
577,29.9621,48.8641,-10.3998,1e+12
577,1753.36,-1670.81,-414.365,2e+12
577,-1128.89,1158.58,246.043,3e+12
578,30.0412,48.9929,-10.3507,1e+12
578,1757.57,-1674.98,-415.343,2e+12
578,-1131.73,1161.33,246.679,3e+12
579,30.1203,49.1216,-10.3016,1e+12
579,1761.79,-1679.16,-416.322,2e+12
579,-1134.56,1164.07,247.315,3e+12
580,30.1995,49.2503,-10.2525,1e+12
580,1766,-1683.34,-417.3,2e+12
580,-1137.4,1166.81,247.951,3e+12
581,30.2786,49.379,-10.2033,1e+12
581,1770.21,-1687.51,-418.279,2e+12
581,-1140.23,1169.55,248.587,3e+12
582,30.3577,49.5078,-10.1542,1e+12
582,1774.42,-1691.69,-419.258,2e+12
582,-1143.07,1172.29,249.223,3e+12
583,30.4368,49.6365,-10.1051,1e+12
583,1778.64,-1695.87,-420.236,2e+12
583,-1145.9,1175.03,249.859,3e+12
584,30.5159,49.7652,-10.056,1e+12
584,1782.85,-1700.04,-421.215,2e+12
584,-1148.74,1177.77,250.495,3e+12
585,30.5951,49.894,-10.0069,1e+12
585,1787.06,-1704.22,-422.194,2e+12
585,-1151.57,1180.52,251.131,3e+12
586,30.6742,50.0227,-9.95775,1e+12
586,1791.27,-1708.4,-423.172,2e+12
586,-1154.41,1183.26,251.767,3e+12
587,30.7533,50.1514,-9.90863,1e+12
587,1795.49,-1712.57,-424.151,2e+12
587,-1157.24,1186,252.403,3e+12
588,30.8324,50.2802,-9.85951,1e+12
588,1799.7,-1716.75,-425.13,2e+12
588,-1160.08,1188.74,253.04,3e+12
589,30.9115,50.4089,-9.81039,1e+12
589,1803.91,-1720.93,-426.108,2e+12
589,-1162.91,1191.48,253.676,3e+12
590,30.9906,50.5376,-9.76127,1e+12
590,1808.13,-1725.1,-427.087,2e+12
590,-1165.75,1194.22,254.312,3e+12
591,31.0698,50.6664,-9.71214,1e+12
591,1812.34,-1729.28,-428.065,2e+12
591,-1168.58,1196.96,254.948,3e+12
592,31.1489,50.7951,-9.66302,1e+12
592,1816.55,-1733.45,-429.044,2e+12
592,-1171.42,1199.7,255.584,3e+12
593,31.228,50.9238,-9.6139,1e+12
593,1820.76,-1737.63,-430.023,2e+12
593,-1174.25,1202.45,256.22,3e+12
594,31.3071,51.0526,-9.56478,1e+12
594,1824.98,-1741.81,-431.001,2e+12
594,-1177.09,1205.19,256.856,3e+12
595,31.3862,51.1813,-9.51566,1e+12
595,1829.19,-1745.98,-431.98,2e+12
595,-1179.92,1207.93,257.492,3e+12
596,31.4653,51.31,-9.46654,1e+12
596,1833.4,-1750.16,-432.959,2e+12
596,-1182.76,1210.67,258.128,3e+12
597,31.5444,51.4388,-9.41742,1e+12
597,1837.61,-1754.34,-433.937,2e+12
597,-1185.59,1213.41,258.764,3e+12
598,31.6236,51.5675,-9.3683,1e+12
598,1841.83,-1758.51,-434.916,2e+12
598,-1188.43,1216.15,259.4,3e+12
599,31.7027,51.6963,-9.31918,1e+12
599,1846.04,-1762.69,-435.894,2e+12
599,-1191.26,1218.89,260.036,3e+12
600,31.7818,51.825,-9.27005,1e+12
600,1850.25,-1766.87,-436.873,2e+12
600,-1194.1,1221.64,260.672,3e+12
601,31.8609,51.9537,-9.22093,1e+12
601,1854.46,-1771.04,-437.852,2e+12
601,-1196.93,1224.38,261.308,3e+12
602,31.94,52.0825,-9.17181,1e+12
602,1858.68,-1775.22,-438.83,2e+12
602,-1199.76,1227.12,261.944,3e+12
603,32.0191,52.2112,-9.12269,1e+12
603,1862.89,-1779.4,-439.809,2e+12
603,-1202.6,1229.86,262.58,3e+12
604,32.0982,52.3399,-9.07357,1e+12
604,1867.1,-1783.57,-440.788,2e+12
604,-1205.43,1232.6,263.216,3e+12
605,32.1773,52.4687,-9.02445,1e+12
605,1871.32,-1787.75,-441.766,2e+12
605,-1208.27,1235.34,263.852,3e+12
606,32.2564,52.5974,-8.97532,1e+12
606,1875.53,-1791.93,-442.745,2e+12
606,-1211.1,1238.08,264.488,3e+12
607,32.3356,52.7262,-8.9262,1e+12
607,1879.74,-1796.1,-443.724,2e+12
607,-1213.94,1240.83,265.124,3e+12
608,32.4147,52.8549,-8.87708,1e+12
608,1883.95,-1800.28,-444.702,2e+12
608,-1216.77,1243.57,265.76,3e+12
609,32.4938,52.9836,-8.82796,1e+12
609,1888.17,-1804.46,-445.681,2e+12
609,-1219.61,1246.31,266.397,3e+12
610,32.5729,53.1124,-8.77884,1e+12
610,1892.38,-1808.63,-446.659,2e+12
610,-1222.44,1249.05,267.033,3e+12
611,32.652,53.2411,-8.72971,1e+12
611,1896.59,-1812.81,-447.638,2e+12
611,-1225.28,1251.79,267.669,3e+12
612,32.7311,53.3699,-8.68059,1e+12
612,1900.8,-1816.98,-448.617,2e+12
612,-1228.11,1254.53,268.305,3e+12
613,32.8102,53.4986,-8.63147,1e+12
613,1905.02,-1821.16,-449.595,2e+12
613,-1230.95,1257.27,268.941,3e+12
614,32.8893,53.6273,-8.58235,1e+12
614,1909.23,-1825.34,-450.574,2e+12
614,-1233.78,1260.02,269.577,3e+12
615,32.9684,53.7561,-8.53322,1e+12
615,1913.44,-1829.51,-451.553,2e+12
615,-1236.62,1262.76,270.213,3e+12
616,33.0475,53.8848,-8.4841,1e+12
616,1917.65,-1833.69,-452.531,2e+12
616,-1239.45,1265.5,270.849,3e+12
617,33.1266,54.0136,-8.43498,1e+12
617,1921.87,-1837.87,-453.51,2e+12
617,-1242.29,1268.24,271.485,3e+12
618,33.2057,54.1423,-8.38586,1e+12
618,1926.08,-1842.04,-454.488,2e+12
618,-1245.12,1270.98,272.121,3e+12
619,33.2848,54.271,-8.33673,1e+12
619,1930.29,-1846.22,-455.467,2e+12
619,-1247.96,1273.72,272.757,3e+12
620,33.364,54.3998,-8.28761,1e+12
620,1934.5,-1850.4,-456.446,2e+12
620,-1250.79,1276.46,273.393,3e+12
621,33.4431,54.5285,-8.23849,1e+12
621,1938.72,-1854.57,-457.424,2e+12
621,-1253.63,1279.21,274.029,3e+12
622,33.5222,54.6573,-8.18937,1e+12
622,1942.93,-1858.75,-458.403,2e+12
622,-1256.46,1281.95,274.665,3e+12
623,33.6013,54.786,-8.14024,1e+12
623,1947.14,-1862.93,-459.382,2e+12
623,-1259.3,1284.69,275.301,3e+12
624,33.6804,54.9148,-8.09112,1e+12
624,1951.36,-1867.1,-460.36,2e+12
